Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R52.sam
AT1G33410	521.75
AT1G33415	81
AT1G33420	286
AT1G33430	25
AT1G33440	76
AT1G33470	1773.00
AT1G33475	48
AT1G33480	107.50
AT1G33490	606.50
AT1G33500	2
AT1G33520	548.33
AT1G33530	0
AT1G33540	0
AT1G33560	713
AT1G33590	3916.50
AT1G33600	1892.50
AT1G33607	0
AT1G33610	499
AT1G33612	11
AT1G33615	15
AT1G33640	8
AT1G33670	0.50
AT1G33680	1070.50
AT1G33700	129.50
AT1G33709	0
AT1G33710	0
AT1G33720	673.50
AT1G33730	135.50
AT1G33750	1
AT1G33760	71
AT1G33770	81.50
AT1G33780	729
AT1G33790	54
AT1G33800	100
AT1G33810	989.50
AT1G33811	570.50
AT1G33820	0
AT1G33830	0
AT1G33840	38
AT1G33850	0
AT1G33860	0
AT1G33870	0
AT1G33880	0
AT1G33890	0
AT1G33900	0
AT1G33910	0
AT1G33920	0
AT1G33925	0
AT1G33930	37
AT1G33940	15
AT1G33950	634
AT1G33960	5234.92
AT1G33970	963.50
AT1G33980	663
AT1G33990	1305.00
AT1G34000	2192.50
AT1G34010	190
AT1G34020	377
AT1G34030	2100.50
AT1G34040	4
AT1G34041	0
AT1G34042	0
AT1G34046	0
AT1G34047	0
AT1G34050	0
AT1G34060	52.50
AT1G34065	86.50
AT1G34070	0
AT1G34095	0
AT1G34110	235
AT1G34120	177
AT1G34130	1650.83
AT1G34140	0
AT1G34150	227.00
AT1G34160	74
AT1G34170	0
AT1G34180	128
AT1G34190	1437.83
AT1G34200	342
AT1G34210	378
AT1G34220	813.50
AT1G34245	46
AT1G34260	938
AT1G34270	139
AT1G34280	0
AT1G34290	0
AT1G34300	552.50
AT1G34310	0
AT1G34315	26
AT1G34320	828.50
AT1G34340	375
AT1G34350	209
AT1G34355	65
AT1G34360	254
AT1G34370	943.50
AT1G34380	323.50
AT1G34390	0
AT1G34392	0
AT1G34400	1.50
AT1G34410	0
AT1G34418	417
AT1G34419	0
AT1G34420	445.17
AT1G34430	1540
AT1G34440	0
AT1G34460	7
AT1G34470	306
AT1G34480	7
AT1G34490	0
AT1G34500	0
AT1G34510	0
AT1G34520	2
AT1G34540	0
AT1G34550	728
AT1G34560	0
AT1G34570	525.67
AT1G34575	0
AT1G34580	13
AT1G34630	321
AT1G34640	121
AT1G34650	0
AT1G34670	7
AT1G34750	1124.50
AT1G34760	115
AT1G34770	63
AT1G34780	427.50
AT1G34790	0
AT1G34792	0
AT1G34795	0
AT1G34800	0
AT1G34805	0
AT1G34810	0
AT1G34815	0
AT1G34820	0
AT1G34825	0
AT1G34830	0
AT1G34840	0
AT1G34844	94
AT1G34850	0
AT1G34860	0
AT1G34910	0
AT1G34930	0
AT1G35030	0
AT1G35035	0.67
AT1G35040	0
AT1G35140	570.50
AT1G35150	0.50
AT1G35160	2141.42
AT1G35170	11.50
AT1G35180	81.50
AT1G35181	0
AT1G35183	0
AT1G35190	388.50
AT1G35210	242
AT1G35220	690
AT1G35230	1830.67
AT1G35240	1
AT1G35242	0
AT1G35250	9
AT1G35255	1
AT1G35260	55
AT1G35290	19
AT1G35310	26
AT1G35320	92
AT1G35330	0
AT1G35333	0
AT1G35340	1147
AT1G35350	729.50
AT1G35365	0
AT1G35375	0
AT1G35400	0
AT1G35410	0
AT1G35420	1010.50
AT1G35430	104
AT1G35435	0
AT1G35440	0
AT1G35460	433.00
AT1G35461	0
AT1G35467	0
AT1G35470	417.50
AT1G35490	0
AT1G35500	0
AT1G35501	0
AT1G35510	487.50
AT1G35515	5.50
AT1G35516	521
AT1G35520	0
AT1G35530	33
AT1G35537	0
AT1G35540	0
AT1G35545	0
AT1G35550	0
AT1G35560	347
AT1G35580	2874
AT1G35610	0
AT1G35614	0
AT1G35617	0
AT1G35620	890.50
AT1G35625	0
AT1G35630	0
AT1G35660	161.50
AT1G35670	358.50
AT1G35680	9282.33
AT1G35710	9478.17
AT1G35720	8472.17
AT1G35730	2
AT1G35750	0
AT1G35780	303
AT1G35820	0
AT1G35830	19
AT1G35850	0
AT1G35860	0
AT1G35880	0
AT1G35890	0
AT1G35900	0
AT1G35910	8
AT1G36000	0
AT1G36020	0
AT1G36030	0
AT1G36050	797.50
AT1G36060	18
AT1G36070	215.50
AT1G36078	0
AT1G36095	0
AT1G36100	0
AT1G36150	0
AT1G36160	3138.75
AT1G36180	170.75
AT1G36230	0
AT1G36240	0
AT1G36272	0
AT1G36280	383.50
AT1G36310	650.50
AT1G36320	2165.50
AT1G36340	0
AT1G36350	0
AT1G36370	814.17
AT1G36380	224.50
AT1G36390	1028.50
AT1G36510	0
AT1G36580	0
AT1G36622	129
AT1G36640	0
AT1G36675	5
AT1G36730	1680.83
AT1G36732	1680.83
AT1G36745	0
AT1G36756	0
AT1G36920	0
AT1G36922	0
AT1G36925	0
AT1G36940	60
AT1G36942	0
AT1G36950	0
AT1G36960	0
AT1G36970	0
AT1G36980	847.17
AT1G36990	552.50
AT1G36992	55.50
AT1G37000	0
AT1G37007	0
AT1G37010	0
AT1G37020	0
AT1G37113	0
AT1G37130	25250.00
AT1G37140	0
AT1G37150	4
AT1G37162	0
AT1G38065	211.82
AT1G38131	318.72
AT1G38630	0
AT1G38790	0
AT1G38950	0
AT1G40083	0
AT1G40087	0
AT1G40104	0
AT1G40129	0
AT1G40390	0
AT1G41820	0
AT1G41830	2113.50
AT1G41875	0
AT1G41880	1589.50
AT1G41920	0
AT1G42080	0
AT1G42120	0
AT1G42190	0
AT1G42430	267.50
AT1G42440	909
AT1G42470	571.50
AT1G42480	621.50
AT1G42525	0
AT1G42540	437
AT1G42550	1638
AT1G42560	0
AT1G42680	2
AT1G42699	0
AT1G42700	0
AT1G42710	0
AT1G42960	2969.75
AT1G42970	43866.50
AT1G42980	11.50
AT1G42990	2004.50
AT1G43000	18
AT1G43005	0
AT1G43010	0
AT1G43020	0.50
AT1G43040	2
AT1G43080	0
AT1G43090	0
AT1G43100	0
AT1G43130	580
AT1G43140	0
AT1G43145	0
AT1G43160	2.67
AT1G43170	8973.92
AT1G43171	0
AT1G43190	1362.00
AT1G43245	75
AT1G43260	0
AT1G43310	0
AT1G43320	0
AT1G43330	0
AT1G43415	0
AT1G43560	1847.50
AT1G43580	487.50
AT1G43600	0
AT1G43610	0
AT1G43620	741
AT1G43624	0
AT1G43630	0
AT1G43640	0
AT1G43650	51
AT1G43665	0
AT1G43666	0
AT1G43667	0
AT1G43670	5878.00
AT1G43680	0
AT1G43690	1089
AT1G43700	679
AT1G43710	1716.25
AT1G43720	0
AT1G43722	0
AT1G43730	0
AT1G43760	0
AT1G43765	2
AT1G43770	90.50
AT1G43780	0
AT1G43790	137
AT1G43800	122
AT1G43810	4
AT1G43820	0
AT1G43850	1135.50
AT1G43860	397.50
AT1G43890	1286.50
AT1G43900	753.33
AT1G43910	1810.83
AT1G43950	0
AT1G43970	0
AT1G43980	41
AT1G44000	1708.00
AT1G44010	0
AT1G44020	0
AT1G44030	0
AT1G44050	0
AT1G44080	0
AT1G44085	0
AT1G44090	0
AT1G44094	0
AT1G44100	751.50
AT1G44110	144
AT1G44120	102.50
AT1G44125	74.50
AT1G44130	381
AT1G44160	19.50
AT1G44170	737
AT1G44180	2.50
AT1G44191	0
AT1G44224	0
AT1G44318	0
AT1G44350	291
AT1G44414	0
AT1G44446	1230.50
AT1G44478	0
AT1G44542	0
AT1G44575	26813.58
AT1G44608	2
AT1G44674	0
AT1G44740	15.50
AT1G44750	468
AT1G44760	216
AT1G44770	629.50
AT1G44780	129.50
AT1G44790	640.50
AT1G44800	203.50
AT1G44810	379.50
AT1G44820	520
AT1G44830	27
AT1G44835	477
AT1G44890	82
AT1G44900	388.75
AT1G44910	537.50
AT1G44920	1627.62
AT1G44940	0
AT1G44941	0
AT1G44960	284
AT1G44970	5
AT1G44980	0
AT1G44990	0
AT1G45000	2054.50
AT1G45010	432
AT1G45015	0
AT1G45050	255
AT1G45063	0
AT1G45100	0
AT1G45110	67
AT1G45130	413.50
AT1G45145	2597.50
AT1G45150	253.50
AT1G45160	1080
AT1G45163	52
AT1G45165	52
AT1G45170	183
AT1G45180	186
AT1G45190	0
AT1G45191	298
AT1G45201	3698.33
AT1G45207	313
AT1G45215	0
AT1G45221	0
AT1G45223	0
AT1G45229	17.50
AT1G45230	1355
AT1G45231	197
AT1G45233	162
AT1G45234	3
AT1G45236	2
AT1G45238	2
AT1G45240	2
AT1G45242	0
AT1G45243	0
AT1G45244	0
AT1G45246	0
AT1G45248	58.00
AT1G45249	523
AT1G45332	485.50
AT1G45403	0
AT1G45474	2764.00
AT1G45545	123.00
AT1G45616	13
AT1G45688	2553.33
AT1G45976	310.50
AT1G46264	75
AT1G46336	0
AT1G46408	0
AT1G46480	62.50
AT1G46554	99.50
AT1G46696	0
AT1G46768	34
AT1G46840	0
AT1G46912	0
AT1G46984	0
AT1G47056	335
AT1G47128	9954.00
AT1G47200	615
AT1G47210	437.50
AT1G47220	0
AT1G47230	218
AT1G47240	354
AT1G47250	690
AT1G47260	2336.50
AT1G47265	0
AT1G47270	235
AT1G47271	2
AT1G47278	478.50
AT1G47280	6
AT1G47290	378
AT1G47300	0
AT1G47310	310
AT1G47317	0
AT1G47330	347
AT1G47340	73
AT1G47350	0
AT1G47370	37
AT1G47380	431
AT1G47389	0
AT1G47390	0
AT1G47395	124
AT1G47400	92
AT1G47410	199
AT1G47420	2695.50
AT1G47450	0
AT1G47470	0
AT1G47480	93
AT1G47485	3
AT1G47490	1128.17
AT1G47495	0
AT1G47497	0
AT1G47500	563.83
AT1G47510	4
AT1G47530	1674
AT1G47540	0
AT1G47550	1732.25
AT1G47560	109.75
AT1G47570	246
AT1G47578	11
AT1G47580	250.50
AT1G47600	0
AT1G47603	2
AT1G47610	0
AT1G47620	0
AT1G47640	932
AT1G47655	15
AT1G47660	0
AT1G47670	151.50
AT1G47680	0
AT1G47690	0
AT1G47700	0
AT1G47710	1006.25
AT1G47720	79
AT1G47730	0
AT1G47740	677.50
AT1G47750	308
AT1G47760	6
AT1G47765	0
AT1G47770	0
AT1G47780	0
AT1G47786	0
AT1G47790	0
AT1G47800	0
AT1G47810	0
AT1G47813	0
AT1G47820	121
AT1G47830	694
AT1G47840	39
AT1G47870	255
AT1G47885	0
AT1G47890	340.50
AT1G47900	381
AT1G47915	0
AT1G47920	1
AT1G47940	0
AT1G47946	0
AT1G47960	192
AT1G47970	928.50
AT1G47980	6
AT1G47990	0
AT1G48000	19
AT1G48010	0
AT1G48020	0
AT1G48030	8733.92
AT1G48040	208
AT1G48050	383
AT1G48060	0.50
AT1G48070	0
AT1G48080	0
AT1G48090	2355.83
AT1G48095	0
AT1G48100	105
AT1G48110	1055.50
AT1G48120	178
AT1G48130	0
AT1G48140	233.50
AT1G48145	0
AT1G48150	0
AT1G48160	639.50
AT1G48170	244.00
AT1G48175	120
AT1G48180	0
AT1G48190	0
AT1G48195	2
AT1G48200	178
AT1G48210	2317.50
AT1G48220	0
AT1G48230	754
AT1G48240	371.50
AT1G48260	58
AT1G48267	4
AT1G48270	127
AT1G48280	198
AT1G48300	4264
AT1G48310	230
AT1G48315	248.50
AT1G48320	279.50
AT1G48325	0
AT1G48330	136.50
AT1G48350	6717
AT1G48360	188.00
AT1G48370	438.50
AT1G48380	228
AT1G48390	13
AT1G48400	5
AT1G48405	0
AT1G48410	2501
AT1G48420	1648
AT1G48430	925
AT1G48440	1304
AT1G48450	2402
AT1G48460	294
AT1G48470	27
AT1G48480	1071.50
AT1G48490	957.33
AT1G48500	23
AT1G48510	2
AT1G48520	1536.50
AT1G48530	1
AT1G48540	854
AT1G48550	245.67
AT1G48560	93.50
AT1G48570	473.50
AT1G48580	30
AT1G48590	1
AT1G48598	1511.83
AT1G48600	1511.83
AT1G48605	92.83
AT1G48610	493
AT1G48620	971
AT1G48630	1319.33
AT1G48635	389
AT1G48640	2
AT1G48650	1417.50
AT1G48660	4
AT1G48670	0
AT1G48690	0
AT1G48698	0
AT1G48700	0
AT1G48720	0
AT1G48730	0
AT1G48740	8
AT1G48742	0
AT1G48745	108
AT1G48750	59.83
AT1G48760	487.83
AT1G48770	50
AT1G48780	25
AT1G48790	1068
AT1G48800	0
AT1G48820	7
AT1G48830	1763.17
AT1G48840	204.50
AT1G48850	1785.25
AT1G48860	913
AT1G48870	29
AT1G48880	73
AT1G48900	1067.50
AT1G48910	0
AT1G48912	0
AT1G48920	4931.67
AT1G48930	2.50
AT1G48940	0
AT1G48950	321.50
AT1G48953	0
AT1G48960	222
AT1G48970	515.50
AT1G48980	1
AT1G48990	0
AT1G49000	97
AT1G49005	0
AT1G49010	453.50
AT1G49015	0
AT1G49020	0
AT1G49030	0
AT1G49032	365.50
AT1G49040	1329.00
AT1G49050	1098.50
AT1G49100	0
AT1G49110	0
AT1G49120	0
AT1G49130	109
AT1G49140	1048
AT1G49150	0
AT1G49160	80
AT1G49170	91
AT1G49180	186
AT1G49190	0
AT1G49200	58
AT1G49210	10
AT1G49220	15
AT1G49230	101
AT1G49240	5174.50
AT1G49245	83
AT1G49250	0
AT1G49260	0
AT1G49270	0
AT1G49280	0
AT1G49290	0
AT1G49300	1345.00
AT1G49310	17
AT1G49320	64
AT1G49330	1
AT1G49340	1672.50
AT1G49350	238.33
AT1G49360	181.00
AT1G49380	1248.33
AT1G49390	1.50
AT1G49400	379
AT1G49405	6.50
AT1G49410	549.50
AT1G49420	1
AT1G49430	756
AT1G49435	0
AT1G49450	20
AT1G49460	0
AT1G49470	186
AT1G49475	13.25
AT1G49480	962.50
AT1G49490	65
AT1G49500	842
AT1G49510	634.33
AT1G49520	76
AT1G49530	16.50
AT1G49540	244
AT1G49560	271
AT1G49570	0
AT1G49580	461
AT1G49590	363
AT1G49600	1729
AT1G49610	9
AT1G49620	48
AT1G49630	585
AT1G49640	1
AT1G49650	332
AT1G49660	495.50
AT1G49670	1497.50
AT1G49680	0
AT1G49690	0
AT1G49700	23
AT1G49710	625.50
AT1G49715	0
AT1G49720	417
AT1G49730	640.50
AT1G49740	444
AT1G49750	7895.00
AT1G49760	2403
AT1G49770	0.50
AT1G49780	365
AT1G49790	6
AT1G49800	0
AT1G49810	0
AT1G49820	985.50
AT1G49830	9.50
AT1G49832	23
AT1G49840	189
AT1G49850	318.50
AT1G49860	0
AT1G49870	69
AT1G49880	88
AT1G49890	324
AT1G49900	3
AT1G49910	27.50
AT1G49920	4
AT1G49930	0
AT1G49938	0
AT1G49940	16
AT1G49950	646.17
AT1G49952	1
AT1G49960	184.83
AT1G49970	5842.50
AT1G49975	682
AT1G49980	406
AT1G49990	85.50
AT1G50000	138.50
AT1G50010	4316.50
AT1G50020	1538.67
AT1G50030	1290
AT1G50040	246.83
AT1G50050	1
AT1G50055	109
AT1G50060	0
AT1G50070	0
AT1G50080	0
AT1G50090	0
AT1G50100	0
AT1G50110	92
AT1G50120	772.50
AT1G50140	722.50
AT1G50160	0
AT1G50170	758
AT1G50180	140
AT1G50190	3
AT1G50200	3352.50
AT1G50220	0
AT1G50240	125
AT1G50250	3729.17
AT1G50260	222
AT1G50270	75
AT1G50280	102.50
AT1G50290	86.50
AT1G50300	226.50
AT1G50310	8
AT1G50320	4635.17
AT1G50325	0
AT1G50340	0
AT1G50350	0
AT1G50360	575
AT1G50370	845
AT1G50380	958.50
AT1G50390	7
AT1G50400	25
AT1G50410	608.67
AT1G50420	351.50
AT1G50430	2506.33
AT1G50440	580.00
AT1G50450	1122.00
AT1G50460	387.50
AT1G50470	0
AT1G50480	4093.00
AT1G50490	332.50
AT1G50500	978.00
AT1G50510	333.50
AT1G50520	29
AT1G50530	0.50
AT1G50560	22.50
AT1G50570	706
AT1G50575	347
AT1G50580	0
AT1G50590	102
AT1G50600	597
AT1G50603	0
AT1G50610	0
AT1G50620	208
AT1G50630	172
AT1G50640	903
AT1G50650	2
AT1G50659	148.08
AT1G50660	1005.92
AT1G50670	711.50
AT1G50680	0
AT1G50690	0
AT1G50691	0
AT1G50700	167.50
AT1G50710	312
AT1G50720	0
AT1G50730	534.50
AT1G50732	236
AT1G50740	990.50
AT1G50750	52
AT1G50760	3
AT1G50770	4
AT1G50780	2
AT1G50790	54
AT1G50800	0
AT1G50820	0
AT1G50830	3
AT1G50840	706
AT1G50870	0
AT1G50880	0
AT1G50890	134.33
AT1G50900	1738.08
AT1G50910	958.08
AT1G50920	1963.50
AT1G50930	4.50
AT1G50940	378.33
AT1G50950	96
AT1G50954	0
AT1G50960	0
AT1G50970	174
AT1G50980	0
AT1G50990	0
AT1G51000	0
AT1G51010	0
AT1G51020	0
AT1G51030	0
AT1G51035	1
AT1G51040	0
AT1G51055	12
AT1G51060	2374
AT1G51070	1132.25
AT1G51080	201.83
AT1G51090	472.33
AT1G51100	585
AT1G51110	2157.50
AT1G51120	0
AT1G51130	61
AT1G51140	585
AT1G51150	0
AT1G51160	852.50
AT1G51170	152
AT1G51172	0
AT1G51190	0
AT1G51200	4584.00
AT1G51210	0
AT1G51220	0
AT1G51230	0
AT1G51240	0
AT1G51250	0
AT1G51260	0
AT1G51270	303.50
AT1G51290	0
AT1G51300	0
AT1G51310	421
AT1G51320	0
AT1G51330	1
AT1G51340	200.50
AT1G51350	592
AT1G51355	16
AT1G51360	191.50
AT1G51370	67
AT1G51380	18
AT1G51390	497.66
AT1G51400	1555.41
AT1G51402	1567.25
AT1G51405	24
AT1G51410	0
AT1G51420	9
AT1G51430	177
AT1G51440	46.50
AT1G51450	174.50
AT1G51460	62.50
AT1G51470	0
AT1G51480	0
AT1G51490	0
AT1G51500	2753.50
AT1G51510	1088.50
AT1G51520	37.50
AT1G51530	4
AT1G51538	6
AT1G51540	295
AT1G51550	220
AT1G51560	444
AT1G51570	1995
AT1G51580	403.50
AT1G51590	913
AT1G51600	299.50
AT1G51610	715
AT1G51620	156
AT1G51630	708.50
AT1G51640	86
AT1G51645	81
AT1G51650	2489.17
AT1G51660	1192.83
AT1G51670	36.50
AT1G51680	1625.50
AT1G51690	1287
AT1G51700	550
AT1G51710	1710.50
AT1G51720	592.50
AT1G51730	994
AT1G51740	276
AT1G51745	225
AT1G51760	2595.83
AT1G51770	3
AT1G51780	0
AT1G51790	224.50
AT1G51800	226
AT1G51805	2907.00
AT1G51810	1
AT1G51820	51
AT1G51823	0
AT1G51830	0
AT1G51840	1
AT1G51850	55
AT1G51860	383
AT1G51870	2
AT1G51880	0
AT1G51890	928
AT1G51900	0
AT1G51910	0
AT1G51913	0.50
AT1G51915	2.50
AT1G51920	27.33
AT1G51930	0
AT1G51940	1022
AT1G51950	749
AT1G51960	4
AT1G51965	127
AT1G51970	0
AT1G51980	4706.50
AT1G51990	0
AT1G52000	768
AT1G52030	152
AT1G52040	697.83
AT1G52050	0
AT1G52060	0
AT1G52070	0
AT1G52080	100.50
AT1G52100	35
AT1G52110	0
AT1G52120	0
AT1G52130	0
AT1G52140	53
AT1G52150	650
AT1G52155	73
AT1G52160	310
AT1G52170	0
AT1G52180	0
AT1G52185	0
AT1G52190	873.83
AT1G52191	0
AT1G52200	474
AT1G52220	4461.00
AT1G52230	12261.50
AT1G52240	54
AT1G52260	205
AT1G52270	8
AT1G52280	604.17
AT1G52290	1075
AT1G52300	4615.50
AT1G52310	777
AT1G52315	27
AT1G52320	745
AT1G52325	1
AT1G52330	6
AT1G52340	292
AT1G52342	138
AT1G52343	0
AT1G52347	210
AT1G52350	0
AT1G52360	2060
AT1G52370	454
AT1G52380	570
AT1G52390	0
AT1G52400	6617.50
AT1G52410	1347
AT1G52415	0
AT1G52420	1324.50
AT1G52430	11.75
AT1G52440	0
AT1G52450	31.25
AT1G52460	0
AT1G52470	0
AT1G52490	0
AT1G52500	421.33
AT1G52510	1692.33
AT1G52520	133
AT1G52530	29.50
AT1G52540	234.50
AT1G52550	104.50
AT1G52560	10
AT1G52565	32.50
AT1G52570	74
AT1G52580	18
AT1G52590	830.50
AT1G52600	1072.83
AT1G52615	3
AT1G52618	68
AT1G52620	104.50
AT1G52630	194
AT1G52640	8
AT1G52650	6
AT1G52660	0
AT1G52670	1092
AT1G52680	0
AT1G52690	9
AT1G52695	0
AT1G52700	53
AT1G52710	237.50
AT1G52720	559
AT1G52730	605.50
AT1G52740	1471
AT1G52750	111
AT1G52760	738
AT1G52770	504.50
AT1G52780	1611.50
AT1G52790	9.50
AT1G52800	59
AT1G52810	12
AT1G52820	27
AT1G52825	67
AT1G52827	57.50
AT1G52830	98
AT1G52855	150.50
AT1G52857	8
AT1G52860	0
AT1G52870	3489.50
AT1G52880	379
AT1G52890	138.50
AT1G52900	1
AT1G52905	210
AT1G52910	110.50
AT1G52920	19.50
AT1G52930	387
AT1G52940	0
AT1G52950	0
AT1G52970	0
AT1G52980	1154.50
AT1G52990	7
AT1G53000	618
AT1G53010	0
AT1G53023	0
AT1G53025	115
AT1G53030	158
AT1G53035	103
AT1G53039	0
AT1G53040	560
AT1G53050	617.50
AT1G53060	55
AT1G53070	181
AT1G53080	5
AT1G53090	459.50
AT1G53100	185.50
AT1G53110	201
AT1G53120	353
AT1G53130	6.50
AT1G53140	70
AT1G53160	107
AT1G53163	1
AT1G53165	489.50
AT1G53170	335
AT1G53180	15.50
AT1G53190	357.50
AT1G53200	136
AT1G53210	4720.00
AT1G53220	0
AT1G53230	1378.67
AT1G53233	1354.67
AT1G53240	7476.75
AT1G53250	105
AT1G53260	0
AT1G53265	0
AT1G53270	29
AT1G53280	2239
AT1G53282	0
AT1G53285	0
AT1G53290	269.50
AT1G53300	888.00
AT1G53310	5657.50
AT1G53320	990.33
AT1G53325	0
AT1G53330	38
AT1G53340	11
AT1G53345	33
AT1G53350	273
AT1G53360	0
AT1G53366	0
AT1G53370	0
AT1G53380	534
AT1G53390	864
AT1G53400	490.50
AT1G53410	14.50
AT1G53420	1
AT1G53430	1548
AT1G53440	938
AT1G53450	388
AT1G53460	208
AT1G53470	18
AT1G53480	12.50
AT1G53490	39.50
AT1G53500	1391.50
AT1G53510	1129
AT1G53520	459
AT1G53530	171
AT1G53540	2
AT1G53541	35.50
AT1G53542	36.50
AT1G53543	0
AT1G53550	0
AT1G53560	309
AT1G53570	1047.50
AT1G53580	784.00
AT1G53590	342
AT1G53600	27
AT1G53610	1
AT1G53620	38
AT1G53625	169
AT1G53633	0.50
AT1G53635	0
AT1G53640	0
AT1G53645	546
AT1G53650	246
AT1G53660	1
AT1G53670	1459.50
AT1G53680	17.50
AT1G53683	0
AT1G53687	0
AT1G53690	10
AT1G53700	44
AT1G53705	0
AT1G53708	3.50
AT1G53710	494.50
AT1G53720	297.50
AT1G53730	900
AT1G53750	3777
AT1G53760	214
AT1G53770	313
AT1G53780	658
AT1G53785	214
AT1G53790	89
AT1G53800	725.83
AT1G53801	311.83
AT1G53815	0
AT1G53820	0
AT1G53830	9
AT1G53840	1438
AT1G53850	1181
AT1G53860	17
AT1G53870	30.50
AT1G53880	291.94
AT1G53885	75.75
AT1G53887	12.00
AT1G53890	30.50
AT1G53900	288.04
AT1G53903	70.50
AT1G53910	1835.00
AT1G53920	139
AT1G53930	0
AT1G53935	0
AT1G53940	1
AT1G53950	0
AT1G53970	0
AT1G53980	14
AT1G53990	1
AT1G54000	81
AT1G54010	456
AT1G54020	36
AT1G54030	1334
AT1G54040	1378
AT1G54050	98
AT1G54060	527.50
AT1G54070	0
AT1G54080	2263.50
AT1G54090	750.75
AT1G54095	1
AT1G54100	1275.17
AT1G54110	97
AT1G54115	495.67
AT1G54120	23
AT1G54130	1587.50
AT1G54140	178
AT1G54150	398.50
AT1G54160	84
AT1G54170	753.50
AT1G54180	68
AT1G54200	128.50
AT1G54210	287.50
AT1G54215	7
AT1G54217	14
AT1G54220	657.50
AT1G54230	0
AT1G54240	0
AT1G54250	309.50
AT1G54260	237.50
AT1G54270	2990.25
AT1G54280	2
AT1G54290	368
AT1G54300	1
AT1G54310	285.50
AT1G54320	1909
AT1G54330	1
AT1G54340	706.50
AT1G54350	1550.50
AT1G54355	587.00
AT1G54360	1121.17
AT1G54370	691
AT1G54380	230
AT1G54385	106
AT1G54390	364
AT1G54400	1
AT1G54410	16791.25
AT1G54420	0
AT1G54440	437
AT1G54445	0
AT1G54450	106
AT1G54460	523
AT1G54470	1.75
AT1G54490	1197.25
AT1G54500	2956
AT1G54510	118.50
AT1G54520	2792.50
AT1G54530	13
AT1G54540	3
AT1G54550	0
AT1G54560	4.50
AT1G54570	549
AT1G54575	217
AT1G54580	1766.50
AT1G54590	0
AT1G54610	1071
AT1G54620	0
AT1G54630	1980
AT1G54640	0
AT1G54650	143.50
AT1G54670	0
AT1G54680	61.50
AT1G54690	552
AT1G54700	56.50
AT1G54710	363
AT1G54720	0
AT1G54730	288.50
AT1G54740	177
AT1G54760	0
AT1G54770	267
AT1G54775	0
AT1G54780	6953.33
AT1G54790	360.83
AT1G54820	446.50
AT1G54830	417
AT1G54840	26
AT1G54850	127
AT1G54860	0
AT1G54870	0
AT1G54880	0
AT1G54890	0
AT1G54920	1056.50
AT1G54930	13
AT1G54940	0
AT1G54950	0
AT1G54960	68
AT1G54970	0
AT1G54980	0
AT1G54990	997
AT1G55000	725.50
AT1G55010	6
AT1G55020	419
AT1G55030	0
AT1G55040	75
AT1G55045	0
AT1G55050	13
AT1G55060	0
AT1G55070	0
AT1G55080	203
AT1G55090	1172.50
AT1G55110	347.50
AT1G55120	331
AT1G55130	378.50
AT1G55140	635
AT1G55150	458
AT1G55152	230.50
AT1G55160	420
AT1G55170	153.00
AT1G55175	2
AT1G55180	100
AT1G55190	292
AT1G55200	42
AT1G55205	54
AT1G55207	0.50
AT1G55210	5115.83
AT1G55220	6
AT1G55230	16
AT1G55240	5
AT1G55250	374.50
AT1G55260	1126.50
AT1G55265	295
AT1G55270	335.50
AT1G55280	100.50
AT1G55290	0
AT1G55300	150
AT1G55310	739.50
AT1G55320	252
AT1G55325	705
AT1G55330	817.50
AT1G55340	596.50
AT1G55350	1406.00
AT1G55360	1315.75
AT1G55365	6
AT1G55370	559
AT1G55380	12
AT1G55390	19
AT1G55420	7
AT1G55430	0
AT1G55440	5
AT1G55450	3871.50
AT1G55460	290.33
AT1G55475	143
AT1G55480	4625.00
AT1G55490	13486.75
AT1G55500	734.00
AT1G55510	168
AT1G55520	455.50
AT1G55525	0
AT1G55530	703
AT1G55535	231
AT1G55540	419.50
AT1G55546	0
AT1G55550	117
AT1G55560	2
AT1G55570	0
AT1G55580	0.75
AT1G55590	260
AT1G55591	0
AT1G55600	0
AT1G55610	132
AT1G55615	0
AT1G55620	513.50
AT1G55625	0
AT1G55630	129
AT1G55640	0
AT1G55650	0
AT1G55660	0
AT1G55670	25369.25
AT1G55675	500
AT1G55680	1627
AT1G55690	500.50
AT1G55700	0
AT1G55710	0
AT1G55720	0
AT1G55730	448.50
AT1G55740	21.50
AT1G55750	310.50
AT1G55760	82
AT1G55770	0
AT1G55790	150
AT1G55800	3
AT1G55805	356.50
AT1G55810	315
AT1G55820	188
AT1G55830	245
AT1G55840	1592
AT1G55850	1259
AT1G55860	2888.50
AT1G55870	245
AT1G55880	197
AT1G55890	342
AT1G55900	438
AT1G55910	1318.50
AT1G55915	60
AT1G55920	513
AT1G55928	0
AT1G55930	273.50
AT1G55940	31
AT1G55950	5
AT1G55960	452.50
AT1G55970	197
AT1G55980	176.25
AT1G55990	10
AT1G56000	348.75
AT1G56010	293
AT1G56020	70.50
AT1G56030	0
AT1G56040	0
AT1G56045	742.50
AT1G56050	1425.00
AT1G56060	219
AT1G56070	20526.08
AT1G56080	55
AT1G56085	0
AT1G56090	159.50
AT1G56100	0
AT1G56110	1654
AT1G56120	959
AT1G56130	67
AT1G56140	451
AT1G56145	307.17
AT1G56150	454.50
AT1G56160	4
AT1G56165	22
