Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y62.sam
AT1G54610	907
AT1G54620	0
AT1G54630	3138.75
AT1G54640	0
AT1G54650	136
AT1G54670	0
AT1G54680	111.50
AT1G54690	981.50
AT1G54700	25.50
AT1G54710	339.50
AT1G54720	0
AT1G54730	363
AT1G54740	424
AT1G54760	0
AT1G54770	281
AT1G54775	0
AT1G54780	7182.50
AT1G54790	384.50
AT1G54820	417
AT1G54830	453
AT1G54840	23
AT1G54850	179
AT1G54860	0
AT1G54870	0
AT1G54880	0
AT1G54890	0
AT1G54920	917.50
AT1G54930	12
AT1G54940	0
AT1G54950	0
AT1G54960	39
AT1G54970	0
AT1G54980	0
AT1G54990	859
AT1G55000	982
AT1G55010	23
AT1G55020	215
AT1G55030	0
AT1G55040	59.50
AT1G55045	0
AT1G55050	19
AT1G55060	0
AT1G55070	0
AT1G55080	123
AT1G55090	703
AT1G55110	355.50
AT1G55120	335
AT1G55130	290
AT1G55140	715
AT1G55150	447
AT1G55152	388.50
AT1G55160	699.50
AT1G55170	123.50
AT1G55175	0
AT1G55180	98.50
AT1G55190	420
AT1G55200	53
AT1G55205	58
AT1G55207	0
AT1G55210	2563.50
AT1G55220	1
AT1G55230	0
AT1G55240	0
AT1G55250	221
AT1G55260	2364.50
AT1G55265	537.50
AT1G55270	326
AT1G55280	175
AT1G55290	0
AT1G55300	228
AT1G55310	759
AT1G55320	129
AT1G55325	413.50
AT1G55330	1156.50
AT1G55340	770
AT1G55350	860.50
AT1G55360	2234
AT1G55365	7
AT1G55370	554
AT1G55380	9
AT1G55390	0
AT1G55420	0
AT1G55430	0
AT1G55440	0
AT1G55450	4893.50
AT1G55460	284
AT1G55475	191
AT1G55480	5929
AT1G55490	7147
AT1G55500	586
AT1G55510	231
AT1G55520	820
AT1G55525	0
AT1G55530	1028.00
AT1G55535	336
AT1G55540	341
AT1G55546	0
AT1G55550	66
AT1G55560	6.50
AT1G55570	0.50
AT1G55580	0
AT1G55590	378
AT1G55591	0
AT1G55600	0
AT1G55610	137
AT1G55615	0
AT1G55620	504.50
AT1G55625	0
AT1G55630	115
AT1G55640	0
AT1G55650	0.50
AT1G55660	0
AT1G55670	33027
AT1G55675	1143.50
AT1G55680	1674.50
AT1G55690	239
AT1G55700	0
AT1G55710	0
AT1G55720	0
AT1G55730	424
AT1G55740	38
AT1G55750	235
AT1G55760	193.50
AT1G55770	6.50
AT1G55790	72
AT1G55800	8
AT1G55805	586.50
AT1G55810	347
AT1G55820	186
AT1G55830	253
AT1G55840	1483.00
AT1G55850	1618.50
AT1G55860	1431
AT1G55870	162
AT1G55880	276.50
AT1G55890	292
AT1G55900	355
AT1G55910	1426.67
AT1G55915	88
AT1G55920	594
AT1G55928	0
AT1G55930	141
AT1G55940	25
AT1G55950	5
AT1G55960	768
AT1G55970	135
AT1G55980	175
AT1G55990	21
AT1G56000	340
AT1G56010	500.50
AT1G56020	80
AT1G56030	0
AT1G56040	0
AT1G56045	1047
AT1G56050	857
AT1G56060	94
AT1G56070	15115.50
AT1G56080	63
AT1G56085	0
AT1G56090	194
AT1G56100	0
AT1G56110	1517
AT1G56120	526
AT1G56130	56
AT1G56140	397
AT1G56145	142
AT1G56150	628
AT1G56160	8
AT1G56165	40
AT1G56170	127
AT1G56180	404.50
AT1G56190	8342.50
AT1G56200	4071
AT1G56210	128.50
AT1G56220	9569.50
AT1G56230	236
AT1G56233	0
AT1G56240	21.50
AT1G56242	20.50
AT1G56250	3
AT1G56260	105
AT1G56270	0
AT1G56280	15453.67
AT1G56290	184
AT1G56300	1380.50
AT1G56310	192
AT1G56320	21
AT1G56330	2568
AT1G56340	3238
AT1G56345	73
AT1G56350	134
AT1G56360	0
AT1G56380	0
AT1G56385	0
AT1G56400	0
AT1G56410	0
AT1G56415	0
AT1G56418	0
AT1G56420	142
AT1G56423	274
AT1G56430	498
AT1G56440	276
AT1G56450	2012
AT1G56460	595.50
AT1G56500	3824
AT1G56510	920.50
AT1G56520	355
AT1G56530	0
AT1G56540	88
AT1G56550	203
AT1G56553	0
AT1G56555	1
AT1G56560	435.50
AT1G56570	27
AT1G56580	3465
AT1G56590	347
AT1G56600	462
AT1G56610	354
AT1G56612	157
AT1G56620	0
AT1G56630	0
AT1G56650	56
AT1G56660	378
AT1G56670	70
AT1G56680	1
AT1G56690	14
AT1G56700	913
AT1G56710	22
AT1G56720	267
AT1G56730	0
AT1G56740	0
AT1G56750	0
AT1G56760	0
AT1G56770	0
AT1G56780	0
AT1G56790	0
AT1G56800	0
AT1G56810	0
AT1G56820	0
AT1G56830	0
AT1G56840	0
AT1G56850	0
AT1G56860	0
AT1G56870	0
AT1G56880	0
AT1G56890	0
AT1G56900	0
AT1G56910	0
AT1G56920	0
AT1G56930	0
AT1G56940	0
AT1G56950	0
AT1G56960	0
AT1G56970	0
AT1G56980	0
AT1G56990	0
AT1G57000	0
AT1G57010	0
AT1G57020	0
AT1G57030	0
AT1G57040	0
AT1G57050	0
AT1G57060	0
AT1G57070	0
AT1G57080	0
AT1G57090	0
AT1G57100	0
AT1G57110	0
AT1G57120	0
AT1G57130	0
AT1G57140	0
AT1G57150	0
AT1G57160	0
AT1G57170	0
AT1G57180	0
AT1G57190	0
AT1G57200	0
AT1G57210	0
AT1G57220	0
AT1G57230	0
AT1G57240	0
AT1G57250	0
AT1G57260	0
AT1G57270	0
AT1G57280	0
AT1G57290	0
AT1G57300	0
AT1G57310	0
AT1G57320	0
AT1G57330	0
AT1G57340	0
AT1G57350	0
AT1G57360	0
AT1G57370	0
AT1G57380	0
AT1G57390	0
AT1G57400	0
AT1G57410	0
AT1G57420	0
AT1G57430	0
AT1G57440	0
AT1G57450	0
AT1G57460	0
AT1G57470	0
AT1G57480	0
AT1G57490	0
AT1G57500	0
AT1G57510	0
AT1G57520	0
AT1G57530	0
AT1G57540	163
AT1G57550	0
AT1G57560	242
AT1G57565	0
AT1G57570	4
AT1G57580	0
AT1G57590	59
AT1G57600	276
AT1G57610	573
AT1G57613	0
AT1G57620	783.50
AT1G57630	567
AT1G57650	0
AT1G57660	3600
AT1G57670	4
AT1G57680	2218
AT1G57690	0
AT1G57700	105
AT1G57710	0
AT1G57720	5509
AT1G57730	0
AT1G57750	12
AT1G57760	0
AT1G57765	702.50
AT1G57770	976
AT1G57775	0
AT1G57777	0
AT1G57780	0
AT1G57790	205
AT1G57800	0
AT1G57820	288
AT1G57830	0
AT1G57835	0
AT1G57850	38
AT1G57860	1743
AT1G57870	842
AT1G57906	44
AT1G57943	15
AT1G57980	196
AT1G57990	2160
AT1G58007	10
AT1G58025	351.00
AT1G58030	1687.50
AT1G58037	0.50
AT1G58050	0
AT1G58055	0
AT1G58060	353
AT1G58070	53
AT1G58080	2217.50
AT1G58090	0
AT1G58100	1108
AT1G58110	861.50
AT1G58120	0
AT1G58122	0
AT1G58150	245
AT1G58160	93
AT1G58170	41
AT1G58180	588.25
AT1G58190	71
AT1G58200	891
AT1G58210	131
AT1G58220	332.50
AT1G58225	523
AT1G58230	466
AT1G58235	717
AT1G58242	0
AT1G58245	0
AT1G58248	0
AT1G58250	579
AT1G58260	0
AT1G58265	2
AT1G58270	931.50
AT1G58280	199
AT1G58290	3250.33
AT1G58300	40
AT1G58310	4
AT1G58320	6
AT1G58330	0
AT1G58340	115
AT1G58350	286
AT1G58360	1313
AT1G58370	97
AT1G58380	709.07
AT1G58390	6
AT1G58400	0
AT1G58410	20
AT1G58420	192
AT1G58430	8
AT1G58440	949
AT1G58450	0
AT1G58460	10
AT1G58470	34
AT1G58520	575
AT1G58590	398
AT1G58602	4591.56
AT1G58643	0
AT1G58684	1864.92
AT1G58725	3.50
AT1G58766	0
AT1G58807	1030.66
AT1G58808	0
AT1G58848	874.13
AT1G58936	0
AT1G58983	1902.73
AT1G59030	2.50
AT1G59077	0
AT1G59124	1009.76
AT1G59171	0
AT1G59218	769.27
AT1G59312	0
AT1G59359	1843.99
AT1G59406	2.00
AT1G59453	0
AT1G59500	0
AT1G59510	84
AT1G59520	281
AT1G59530	10
AT1G59535	0
AT1G59540	40
AT1G59550	0
AT1G59560	100
AT1G59570	0
AT1G59580	1181
AT1G59590	384
AT1G59600	260
AT1G59610	1820
AT1G59620	355
AT1G59630	0
AT1G59640	82
AT1G59650	232
AT1G59660	82
AT1G59670	4
AT1G59675	0
AT1G59680	0
AT1G59690	0
AT1G59700	753
AT1G59710	779.50
AT1G59720	105
AT1G59722	0
AT1G59725	0
AT1G59730	0
AT1G59740	153
AT1G59750	1079
AT1G59760	365
AT1G59780	0
AT1G59790	2
AT1G59800	0
AT1G59810	7
AT1G59820	458
AT1G59830	1030
AT1G59833	0
AT1G59835	0
AT1G59840	482.50
AT1G59850	65
AT1G59860	28
AT1G59865	1
AT1G59870	20762.17
AT1G59880	0
AT1G59885	0
AT1G59890	384
AT1G59900	2994.50
AT1G59910	532.67
AT1G59920	12.50
AT1G59930	48.50
AT1G59940	0
AT1G59950	7
AT1G59960	1032
AT1G59970	360
AT1G59980	83.50
AT1G59990	419.50
AT1G60000	2268
AT1G60010	1840
AT1G60025	0
AT1G60030	1
AT1G60040	0
AT1G60050	0
AT1G60060	146
AT1G60070	1363.50
AT1G60072	0
AT1G60073	0
AT1G60080	108
AT1G60090	0
AT1G60095	11
AT1G60110	0
AT1G60130	8
AT1G60140	631.33
AT1G60160	523
AT1G60170	1053
AT1G60190	10
AT1G60200	698
AT1G60220	430
AT1G60230	476
AT1G60240	0
AT1G60250	0
AT1G60260	942.00
AT1G60270	406
AT1G60280	0
AT1G60300	0
AT1G60320	0
AT1G60340	0
AT1G60350	0
AT1G60360	11
AT1G60370	0
AT1G60380	0
AT1G60390	86
AT1G60400	0
AT1G60410	0
AT1G60420	1086
AT1G60430	357
AT1G60440	429
AT1G60450	0
AT1G60460	4
AT1G60470	6
AT1G60490	830.50
AT1G60500	0
AT1G60505	105
AT1G60525	91.50
AT1G60530	61.50
AT1G60545	130
AT1G60550	1902.50
AT1G60560	142
AT1G60570	0
AT1G60580	0
AT1G60590	339
AT1G60600	1088
AT1G60610	60
AT1G60620	154
AT1G60625	0
AT1G60630	101
AT1G60640	214
AT1G60650	218
AT1G60660	455
AT1G60670	300.50
AT1G60680	13
AT1G60690	146
AT1G60700	57.50
AT1G60710	2276
AT1G60720	9
AT1G60730	562.50
AT1G60740	0
AT1G60750	0
AT1G60760	0
AT1G60770	395
AT1G60780	1647.00
AT1G60783	0
AT1G60790	399
AT1G60800	1209
AT1G60810	386
AT1G60815	0
AT1G60820	0
AT1G60830	23.50
AT1G60840	0
AT1G60850	169
AT1G60860	171
AT1G60870	2708.50
AT1G60880	0
AT1G60890	388
AT1G60900	661
AT1G60910	0
AT1G60913	0
AT1G60920	0
AT1G60930	57.50
AT1G60940	1367.50
AT1G60950	33147.11
AT1G60960	250
AT1G60970	10
AT1G60980	0
AT1G60983	0
AT1G60985	0
AT1G60986	0
AT1G60987	0
AT1G60989	116.83
AT1G60990	599.83
AT1G60995	560.33
AT1G61000	130
AT1G61010	437.50
AT1G61020	0
AT1G61030	258
AT1G61040	402
AT1G61050	3
AT1G61060	0
AT1G61065	136
AT1G61070	0
AT1G61080	2
AT1G61090	0
AT1G61093	0
AT1G61095	0
AT1G61097	0
AT1G61100	1044
AT1G61105	0
AT1G61110	0
AT1G61120	45
AT1G61130	4
AT1G61140	409
AT1G61150	989.00
AT1G61160	4
AT1G61165	1
AT1G61170	297
AT1G61180	354.50
AT1G61190	1714.50
AT1G61200	0
AT1G61210	395
AT1G61215	84
AT1G61224	0
AT1G61226	0
AT1G61230	2
AT1G61240	209
AT1G61250	2936.50
AT1G61255	70
AT1G61260	323
AT1G61270	0
AT1G61275	0
AT1G61280	12
AT1G61290	0
AT1G61300	832.50
AT1G61310	180.50
AT1G61320	0
AT1G61330	0
AT1G61340	77
AT1G61350	406
AT1G61353	0
AT1G61360	260.50
AT1G61370	83
AT1G61380	628
AT1G61390	13
AT1G61400	29
AT1G61410	0
AT1G61415	28
AT1G61420	148
AT1G61430	192.50
AT1G61440	0
AT1G61450	19
AT1G61460	50.50
AT1G61470	62
AT1G61475	1
AT1G61480	16.25
AT1G61490	58.75
AT1G61500	36
AT1G61520	46153.50
AT1G61540	0
AT1G61550	0
AT1G61560	113
AT1G61563	0.50
AT1G61566	0
AT1G61570	539
AT1G61575	1
AT1G61580	307.50
AT1G61590	7
AT1G61600	35
AT1G61610	58
AT1G61620	572.50
AT1G61630	0
AT1G61640	142
AT1G61660	696.50
AT1G61667	254.50
AT1G61670	488.50
AT1G61680	18.50
AT1G61688	0
AT1G61690	410
AT1G61700	0
AT1G61710	0
AT1G61720	0
AT1G61730	752.50
AT1G61732	0
AT1G61740	3796.00
AT1G61750	0
AT1G61760	23
AT1G61770	907
AT1G61780	1049
AT1G61790	2411.50
AT1G61795	65
AT1G61800	121
AT1G61810	15
AT1G61820	4
AT1G61840	0
AT1G61850	386
AT1G61860	0
AT1G61870	610
AT1G61880	0
AT1G61890	1014.50
AT1G61900	836
AT1G61910	0
AT1G61920	0
AT1G61930	24
AT1G61940	0
AT1G61950	0
AT1G61960	66
AT1G61970	23
AT1G61980	209
AT1G61990	211
AT1G62000	0
AT1G62010	142.50
AT1G62020	1160.50
AT1G62030	130
AT1G62035	1
AT1G62040	1244
AT1G62045	44
AT1G62050	418
AT1G62060	0
AT1G62070	0
AT1G62080	0
AT1G62085	89
AT1G62110	95
AT1G62120	88
AT1G62130	103
AT1G62150	80
AT1G62160	0
AT1G62170	165
AT1G62180	2902
AT1G62181	5
AT1G62190	9
AT1G62200	498
AT1G62210	0
AT1G62220	0
AT1G62225	11
AT1G62240	25
AT1G62250	900.50
AT1G62260	49.50
AT1G62262	19
AT1G62270	0
AT1G62280	0
AT1G62290	72.50
AT1G62300	444.50
AT1G62301	0
AT1G62305	143
AT1G62310	262
AT1G62320	17
AT1G62330	413.50
AT1G62333	0
AT1G62340	0
AT1G62350	50
AT1G62355	7
AT1G62360	253.50
AT1G62370	54
AT1G62380	7953
AT1G62390	1612.50
AT1G62400	51
AT1G62410	3
AT1G62420	12
AT1G62421	0
AT1G62422	393.50
AT1G62430	1560
AT1G62440	47
AT1G62450	0
AT1G62480	6858
AT1G62490	5
AT1G62500	1486.67
AT1G62510	152
AT1G62520	113
AT1G62530	3
AT1G62540	154
AT1G62560	611.50
AT1G62570	43
AT1G62580	25
AT1G62590	64
AT1G62600	512
AT1G62610	208
AT1G62620	69
AT1G62630	335
AT1G62640	907
AT1G62660	855
AT1G62670	64
AT1G62680	39
AT1G62690	2
AT1G62700	21
AT1G62710	43
AT1G62720	37.50
AT1G62730	184.50
AT1G62740	678.50
AT1G62750	7679
AT1G62760	30
AT1G62770	214
AT1G62780	3361.50
AT1G62790	962.50
AT1G62800	280.50
AT1G62810	537
AT1G62820	575
AT1G62830	163
AT1G62840	91
AT1G62850	441
AT1G62863	0
AT1G62870	158
AT1G62880	166.50
AT1G62886	2
AT1G62900	4.50
AT1G62910	41.50
AT1G62914	90.00
AT1G62920	69
AT1G62930	116.25
AT1G62935	14
AT1G62940	0
AT1G62950	54
AT1G62960	1058
AT1G62970	185
AT1G62975	70
AT1G62978	0
AT1G62980	0
AT1G62981	25
AT1G62990	183
AT1G63000	2118.50
AT1G63005	0
AT1G63010	1110.50
AT1G63020	65
AT1G63030	0
AT1G63050	275
AT1G63055	0
AT1G63057	0
AT1G63060	0
AT1G63070	1
AT1G63080	69
AT1G63090	921
AT1G63100	108
AT1G63105	0
AT1G63110	711.00
AT1G63120	631
AT1G63130	297.33
AT1G63140	1.50
AT1G63150	56.83
AT1G63160	150
AT1G63170	743
AT1G63180	201
AT1G63190	0
AT1G63200	0
AT1G63205	0
AT1G63206	0
AT1G63210	0
AT1G63220	489.00
AT1G63230	34
AT1G63240	207
AT1G63245	23
AT1G63250	60
AT1G63260	351
AT1G63270	184
AT1G63280	0
AT1G63290	768
AT1G63295	93
AT1G63300	85
AT1G63310	90
AT1G63320	0
AT1G63330	12.25
AT1G63340	1.50
AT1G63350	138
AT1G63360	674
AT1G63370	36
AT1G63380	26
AT1G63390	20
AT1G63400	47.33
AT1G63410	0
AT1G63420	278
AT1G63430	456.50
AT1G63440	19
AT1G63450	0
AT1G63460	797.00
AT1G63470	337.75
AT1G63480	269.25
AT1G63490	204
AT1G63500	882
AT1G63510	0
AT1G63520	16
AT1G63522	0
AT1G63530	65
AT1G63535	0
AT1G63540	0
AT1G63550	0
AT1G63560	0
AT1G63570	0
AT1G63580	0
AT1G63590	0
AT1G63600	0
AT1G63610	948
AT1G63630	10
AT1G63640	156
AT1G63650	56
AT1G63660	545
AT1G63670	347
AT1G63680	567.50
AT1G63690	1748.17
AT1G63700	686
AT1G63710	113
AT1G63720	117.50
AT1G63730	91
AT1G63740	112
AT1G63750	254
AT1G63770	4657.50
AT1G63780	345.83
AT1G63790	0
AT1G63800	1078
AT1G63810	250
AT1G63820	3
AT1G63830	1163
AT1G63840	357
AT1G63850	261
AT1G63855	103
AT1G63860	302.25
AT1G63870	4.25
AT1G63880	1044.50
AT1G63900	677
AT1G63910	0
AT1G63930	8
AT1G63940	2353.58
AT1G63950	0
AT1G63960	1
AT1G63970	2745.50
AT1G63980	1381
AT1G63990	172.50
AT1G64000	0
AT1G64010	0
AT1G64020	0
AT1G64030	0
AT1G64040	1244
AT1G64050	433
AT1G64060	221
AT1G64065	228
AT1G64070	6
AT1G64080	232
AT1G64090	2538.50
AT1G64100	108.50
AT1G64105	92.50
AT1G64107	0
AT1G64110	0
AT1G64120	0
AT1G64130	0
AT1G64140	767.17
AT1G64142	767.17
AT1G64150	751.50
AT1G64160	0
AT1G64170	206
AT1G64180	163.92
AT1G64185	41.50
AT1G64190	1166
AT1G64195	0
AT1G64200	627.00
AT1G64210	25
AT1G64220	35
AT1G64230	13086.67
AT1G64235	0
AT1G64255	0
AT1G64260	6
AT1G64280	1192
AT1G64290	0
AT1G64295	0
AT1G64300	53
AT1G64310	5
AT1G64320	8
AT1G64330	632.33
AT1G64340	0
AT1G64350	333.50
AT1G64355	1000
AT1G64360	516
AT1G64370	3833.50
AT1G64380	444
AT1G64385	500
AT1G64390	2500
AT1G64400	1012
AT1G64405	39
AT1G64420	0
AT1G64430	1023.50
AT1G64440	337.50
AT1G64450	159
AT1G64460	181.50
AT1G64470	109.50
AT1G64480	0
AT1G64490	224
AT1G64500	1302
AT1G64510	8047.50
AT1G64520	1720.50
AT1G64530	251
AT1G64540	0
AT1G64550	1012
AT1G64561	30
AT1G64563	32
AT1G64570	339
AT1G64572	88.50
AT1G64580	96.50
AT1G64583	17
AT1G64585	0
AT1G64590	0
AT1G64600	59
AT1G64610	234
AT1G64618	0
AT1G64620	68
AT1G64625	20.50
AT1G64628	156.17
AT1G64630	156.17
AT1G64640	618.67
AT1G64650	1539
AT1G64660	279
AT1G64670	745.50
AT1G64680	2511
AT1G64690	76
AT1G64700	43
AT1G64710	2548.50
AT1G64720	19844.00
AT1G64740	1061
AT1G64750	1525.50
AT1G64760	331
AT1G64770	3535.50
AT1G64780	253.33
AT1G64790	1056.17
AT1G64800	0
AT1G64810	462
AT1G64820	0
AT1G64830	0
AT1G64840	155
AT1G64850	1387
AT1G64860	1636
AT1G64870	0
AT1G64880	684.00
AT1G64890	385.50
AT1G64900	1052.50
AT1G64910	0
AT1G64920	0
AT1G64930	16
AT1G64940	1
AT1G64950	998
AT1G64960	144
AT1G64970	567.50
AT1G64980	1235
AT1G64990	559.00
AT1G65000	204
AT1G65010	1131
AT1G65020	393.50
AT1G65030	251
AT1G65032	131
AT1G65040	551
AT1G65050	0
AT1G65060	559
AT1G65070	479
AT1G65080	84
AT1G65090	1
AT1G65110	11
AT1G65113	0
AT1G65120	19
AT1G65130	12
AT1G65140	4
AT1G65150	76
AT1G65160	0
AT1G65170	0
AT1G65180	15
AT1G65190	1715
AT1G65200	0
AT1G65210	0
AT1G65220	1074
AT1G65230	1741.50
AT1G65240	27.50
AT1G65250	183
AT1G65260	3874
AT1G65270	1403
AT1G65280	548.50
AT1G65290	2487.50
AT1G65295	1028
AT1G65300	0
AT1G65310	196
AT1G65320	583
AT1G65330	0
AT1G65340	0
AT1G65342	0
AT1G65346	0
AT1G65350	0
AT1G65352	0
AT1G65360	2
AT1G65370	366
AT1G65380	148
AT1G65390	99
AT1G65410	514.50
AT1G65420	295.50
AT1G65430	713.25
AT1G65440	1221.50
AT1G65450	186
AT1G65470	146
AT1G65480	40
AT1G65481	20
AT1G65483	4
AT1G65484	78
AT1G65486	837
AT1G65490	2606.50
AT1G65500	150
AT1G65510	143
AT1G65520	348
AT1G65540	1065.50
AT1G65541	60.50
AT1G65550	0
AT1G65560	167
AT1G65570	0
AT1G65580	756
AT1G65590	602
AT1G65610	55
AT1G65620	123
AT1G65630	0
AT1G65640	0
AT1G65650	658.00
AT1G65660	409
AT1G65670	0
AT1G65680	0
AT1G65681	0
AT1G65690	477
AT1G65700	368
AT1G65710	61
AT1G65720	1954
AT1G65730	47
AT1G65740	0
AT1G65760	6
AT1G65770	0
AT1G65780	0
AT1G65790	507.17
AT1G65800	1839.33
AT1G65810	0
AT1G65820	3254.00
AT1G65830	0
AT1G65840	1676
AT1G65845	1068.50
AT1G65850	18
AT1G65860	618
AT1G65870	81
AT1G65880	0
AT1G65890	30
AT1G65900	230
AT1G65907	0
AT1G65910	23
AT1G65920	187.50
AT1G65930	12107.50
AT1G65950	153.50
AT1G65960	7850.50
AT1G65970	171
AT1G65980	3739.17
AT1G65985	139
AT1G65990	0
AT1G66000	1.67
AT1G66020	0
AT1G66030	0
AT1G66040	13.50
AT1G66045	0
AT1G66050	35.50
AT1G66060	6
AT1G66070	718
AT1G66080	200
AT1G66090	379
AT1G66100	5906.17
AT1G66110	0
AT1G66120	0
AT1G66130	756
AT1G66140	266
AT1G66145	0
AT1G66150	1470
AT1G66160	236
AT1G66170	0
AT1G66173	10
AT1G66180	1390
AT1G66190	114.50
AT1G66200	10933.33
AT1G66210	0
AT1G66220	0
AT1G66230	397
AT1G66235	0
AT1G66240	3100.17
AT1G66245	0
AT1G66250	284
AT1G66260	2006.50
AT1G66270	0
AT1G66280	1
AT1G66290	0
AT1G66300	0
AT1G66310	0
AT1G66320	0
AT1G66330	1152
AT1G66340	464.50
AT1G66345	58.50
AT1G66350	801
AT1G66360	3
AT1G66370	17
AT1G66380	3
AT1G66390	55
AT1G66400	72
AT1G66410	3197.42
AT1G66420	0
AT1G66430	2187
AT1G66440	0
AT1G66450	10
AT1G66460	299
AT1G66470	0
AT1G66475	0
AT1G66480	66
AT1G66490	0
AT1G66500	186
AT1G66510	146
AT1G66520	142
AT1G66530	371
AT1G66540	212
AT1G66550	0
AT1G66553	0
AT1G66560	0
AT1G66570	0
AT1G66580	3321.50
AT1G66590	198.50
AT1G66600	20
AT1G66610	1
AT1G66620	79
AT1G66630	0
AT1G66640	0
AT1G66650	19
AT1G66660	114
AT1G66670	3530.83
AT1G66680	546.50
AT1G66690	20.50
AT1G66700	135.50
AT1G66720	0
AT1G66725	389.50
AT1G66730	147.50
AT1G66740	454
AT1G66750	177
AT1G66760	71
AT1G66770	0
AT1G66780	0
AT1G66783	5
AT1G66790	0
AT1G66795	0
AT1G66800	3
AT1G66810	17
AT1G66820	1109
AT1G66830	9
AT1G66840	345
AT1G66850	0
AT1G66852	0
AT1G66855	0
AT1G66860	3
AT1G66870	0
AT1G66880	1675
AT1G66890	392.50
AT1G66900	400.50
AT1G66910	465.67
AT1G66920	449.33
AT1G66930	90
AT1G66940	1205
AT1G66950	0
AT1G66960	89
AT1G66970	8905
AT1G66980	1196.50
AT1G67000	57.50
AT1G67020	14.33
AT1G67025	0
AT1G67030	17
AT1G67035	32.50
AT1G67040	69.50
AT1G67050	1118
AT1G67060	404
AT1G67070	64
AT1G67080	860
AT1G67090	314863.50
AT1G67100	18
AT1G67105	57
AT1G67110	2
AT1G67120	274
AT1G67130	0
AT1G67140	554
AT1G67148	12
AT1G67150	0
AT1G67160	0
AT1G67170	160
AT1G67180	49
AT1G67190	201
AT1G67195	538
AT1G67210	61
AT1G67220	0
AT1G67230	786
AT1G67238	0
AT1G67250	824
AT1G67260	34
AT1G67265	76
AT1G67270	0
AT1G67280	4208.50
AT1G67290	0
AT1G67300	397.50
AT1G67310	642
AT1G67320	199.50
AT1G67325	535
AT1G67328	81
AT1G67330	81
AT1G67340	652
AT1G67350	1599
AT1G67360	887.50
AT1G67365	99
AT1G67370	13
AT1G67390	0
AT1G67400	157
AT1G67410	208
AT1G67420	50
AT1G67430	6572
AT1G67440	273.50
AT1G67450	0
AT1G67455	0
AT1G67460	11
AT1G67470	240
AT1G67480	1425
AT1G67481	1
AT1G67490	336.50
AT1G67500	119
AT1G67510	298
AT1G67520	60
AT1G67530	207
AT1G67540	3
AT1G67550	416
AT1G67560	771
AT1G67570	48
AT1G67580	643
AT1G67590	263
AT1G67600	20
AT1G67620	260
AT1G67623	0
AT1G67630	166.25
AT1G67635	2
AT1G67640	0
AT1G67650	95.67
AT1G67660	444
AT1G67670	0
AT1G67680	886.83
AT1G67690	125
AT1G67700	6461.50
AT1G67710	16
AT1G67720	161
AT1G67730	1894.25
AT1G67740	24345.58
AT1G67750	398
AT1G67760	12
AT1G67770	6
AT1G67775	0
AT1G67780	13
AT1G67785	1967
AT1G67790	48
AT1G67792	64
AT1G67800	510
AT1G67810	324.50
AT1G67820	28.50
AT1G67830	416
AT1G67840	1131
AT1G67850	465
AT1G67855	19.50
AT1G67856	19.50
AT1G67860	2047.17
AT1G67865	7303.50
AT1G67870	3666.00
AT1G67875	0
AT1G67880	395.33
AT1G67890	406
AT1G67900	1083
AT1G67910	218
AT1G67920	194
AT1G67930	629
AT1G67940	414
AT1G67950	497
AT1G67960	230
AT1G67970	534.50
AT1G67980	116
AT1G67990	0
AT1G68000	912
AT1G68010	13672.17
AT1G68020	426
AT1G68030	17
AT1G68040	0
AT1G68050	464.50
AT1G68060	792
AT1G68070	740
AT1G68080	101
AT1G68090	0
AT1G68100	735
AT1G68110	170
AT1G68120	17
AT1G68130	256
AT1G68140	644
AT1G68150	1.50
AT1G68160	268
AT1G68170	0
AT1G68180	0
AT1G68185	190.00
AT1G68190	340
AT1G68200	25
AT1G68210	0
AT1G68220	567.50
AT1G68230	97
AT1G68238	254
AT1G68240	1
AT1G68250	0
AT1G68260	583
AT1G68270	0
AT1G68280	0
AT1G68290	144.50
AT1G68300	940.50
AT1G68310	577
AT1G68320	13
AT1G68330	69
AT1G68340	94
AT1G68350	5
AT1G68360	11
AT1G68370	563
AT1G68380	0
AT1G68390	68
AT1G68400	485
AT1G68410	582
AT1G68420	0
AT1G68430	16
AT1G68440	1954
AT1G68450	3
AT1G68460	11.50
AT1G68470	92
AT1G68480	0
AT1G68490	1144
AT1G68500	58
AT1G68510	0
AT1G68520	4953
AT1G68526	0
AT1G68530	18929
AT1G68540	120
AT1G68550	181.50
AT1G68552	174.50
AT1G68560	2950.50
AT1G68568	137.50
AT1G68570	668.50
AT1G68580	603
AT1G68585	703.83
AT1G68590	8911.33
AT1G68600	1876
AT1G68610	0
AT1G68620	426
AT1G68630	14.50
AT1G68640	67.50
AT1G68650	158.50
AT1G68660	3116
AT1G68670	798
AT1G68680	475.50
AT1G68690	144
AT1G68700	32
AT1G68710	285
AT1G68720	573
AT1G68725	153.50
AT1G68730	290
AT1G68740	78
AT1G68750	0
AT1G68760	336.50
AT1G68765	7
AT1G68770	16.50
AT1G68780	339
AT1G68790	512.50
AT1G68795	70
AT1G68800	14
AT1G68810	342.50
AT1G68820	334
AT1G68825	0
AT1G68830	1838
AT1G68840	2698
AT1G68845	0
AT1G68850	8
AT1G68860	0
AT1G68862	29
AT1G68870	146
