Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT1.sam
AT1G64330	533.50
AT1G64340	0.50
AT1G64350	439
AT1G64355	877.50
AT1G64360	275
AT1G64370	4608.50
AT1G64380	379
AT1G64385	443
AT1G64390	2519.50
AT1G64400	656
AT1G64405	14
AT1G64420	0
AT1G64430	877
AT1G64440	229
AT1G64450	122
AT1G64460	93.50
AT1G64470	51.50
AT1G64480	0
AT1G64490	154
AT1G64500	892
AT1G64510	7981
AT1G64520	1580.00
AT1G64530	188
AT1G64540	1
AT1G64550	1055.33
AT1G64561	22.83
AT1G64563	18.83
AT1G64570	297.50
AT1G64572	58.50
AT1G64580	108
AT1G64583	14
AT1G64585	0
AT1G64590	0
AT1G64600	76.50
AT1G64610	191
AT1G64618	0
AT1G64620	49
AT1G64625	14.00
AT1G64628	167.67
AT1G64630	167.67
AT1G64640	607.17
AT1G64650	1648
AT1G64660	156.50
AT1G64670	632.50
AT1G64680	2588
AT1G64690	37
AT1G64700	31
AT1G64710	1950.50
AT1G64720	19907.00
AT1G64740	635
AT1G64750	1249
AT1G64760	356.50
AT1G64770	3436
AT1G64780	398
AT1G64790	1621.50
AT1G64800	0
AT1G64810	380
AT1G64820	1
AT1G64830	0
AT1G64840	221
AT1G64850	1018
AT1G64860	1230
AT1G64870	0
AT1G64880	665.50
AT1G64890	251
AT1G64900	890.50
AT1G64910	0
AT1G64920	0
AT1G64930	3.50
AT1G64940	9.50
AT1G64950	871
AT1G64960	146
AT1G64970	510
AT1G64980	1693.50
AT1G64990	588.50
AT1G65000	129
AT1G65010	907.50
AT1G65020	309
AT1G65030	230
AT1G65032	61.50
AT1G65040	474.50
AT1G65050	0
AT1G65060	446
AT1G65070	398
AT1G65080	64.50
AT1G65090	2
AT1G65110	2
AT1G65113	0
AT1G65120	14
AT1G65130	12
AT1G65140	0
AT1G65150	86
AT1G65160	0
AT1G65170	0
AT1G65180	13
AT1G65190	1598
AT1G65200	0.50
AT1G65210	0
AT1G65220	1205
AT1G65230	1652
AT1G65240	71.50
AT1G65250	191.50
AT1G65260	4026.25
AT1G65270	1098.50
AT1G65280	440.50
AT1G65290	2530
AT1G65295	645
AT1G65300	0
AT1G65310	182
AT1G65320	588
AT1G65330	2
AT1G65340	0
AT1G65342	0
AT1G65346	0.33
AT1G65350	0
AT1G65352	0
AT1G65360	0
AT1G65370	361
AT1G65380	198
AT1G65390	174
AT1G65410	582
AT1G65420	221
AT1G65430	522
AT1G65440	1266
AT1G65450	193
AT1G65470	136.00
AT1G65480	28
AT1G65481	4
AT1G65483	1
AT1G65484	15
AT1G65486	397.50
AT1G65490	1681
AT1G65500	132
AT1G65510	15
AT1G65520	219
AT1G65540	946.00
AT1G65541	50.50
AT1G65550	0
AT1G65560	124
AT1G65570	0
AT1G65580	638.50
AT1G65590	866.50
AT1G65610	20
AT1G65620	107.00
AT1G65630	2
AT1G65640	0
AT1G65650	533
AT1G65660	405
AT1G65670	0
AT1G65680	2
AT1G65681	0
AT1G65690	89
AT1G65700	230
AT1G65710	65.50
AT1G65720	1695
AT1G65730	2
AT1G65740	0
AT1G65760	10
AT1G65770	0
AT1G65780	0
AT1G65790	239.50
AT1G65800	1160.00
AT1G65810	7
AT1G65820	2287.50
AT1G65830	0
AT1G65840	1408.50
AT1G65845	304
AT1G65850	3
AT1G65860	579
AT1G65870	94
AT1G65880	5
AT1G65890	56
AT1G65900	201
AT1G65907	0
AT1G65910	21
AT1G65920	81.50
AT1G65930	12623.50
AT1G65950	134
AT1G65960	8189.83
AT1G65970	236.83
AT1G65980	2983
AT1G65985	60
AT1G65990	0
AT1G66000	0
AT1G66020	0
AT1G66030	0
AT1G66040	21
AT1G66045	0
AT1G66050	50.50
AT1G66060	9
AT1G66070	638
AT1G66080	169
AT1G66090	391.50
AT1G66100	7152.83
AT1G66110	0
AT1G66120	0
AT1G66130	641.50
AT1G66140	276
AT1G66145	0
AT1G66150	1768.25
AT1G66160	202.67
AT1G66170	3
AT1G66173	5
AT1G66180	1160
AT1G66190	139
AT1G66200	9478.23
AT1G66210	0
AT1G66220	0
AT1G66230	148
AT1G66235	0
AT1G66240	2402.75
AT1G66245	0
AT1G66250	215.50
AT1G66260	2098.50
AT1G66270	0
AT1G66280	1
AT1G66290	1
AT1G66300	0
AT1G66310	0
AT1G66320	0
AT1G66330	777.50
AT1G66340	405.33
AT1G66345	63.33
AT1G66350	999
AT1G66360	0
AT1G66370	19
AT1G66380	6
AT1G66390	24
AT1G66400	89
AT1G66410	2795.50
AT1G66420	0
AT1G66430	1627
AT1G66440	0
AT1G66450	7
AT1G66460	85
AT1G66470	0
AT1G66475	0
AT1G66480	54
AT1G66490	0
AT1G66500	98
AT1G66510	165.50
AT1G66520	224.50
AT1G66530	411
AT1G66540	118
AT1G66550	0
AT1G66553	0
AT1G66560	0
AT1G66570	4
AT1G66580	2709.50
AT1G66590	180.60
AT1G66600	6
AT1G66610	0
AT1G66620	77
AT1G66630	0
AT1G66640	0
AT1G66650	19
AT1G66660	89
AT1G66670	3303.50
AT1G66680	492
AT1G66690	4
AT1G66700	83
AT1G66720	0
AT1G66725	145
AT1G66730	140
AT1G66740	277.50
AT1G66750	117
AT1G66760	88
AT1G66770	0
AT1G66780	3
AT1G66783	2
AT1G66790	0
AT1G66795	0
AT1G66800	0
AT1G66810	23
AT1G66820	1030
AT1G66830	20
AT1G66840	278
AT1G66850	0
AT1G66852	0.17
AT1G66855	0.17
AT1G66860	17
AT1G66870	0.17
AT1G66880	780.50
AT1G66890	300.50
AT1G66900	366.50
AT1G66910	413.25
AT1G66920	187.75
AT1G66930	39.53
AT1G66940	892.53
AT1G66950	3
AT1G66960	17
AT1G66970	7432.25
AT1G66980	1135.21
AT1G67000	47
AT1G67020	0
AT1G67025	0.33
AT1G67030	1
AT1G67035	44.50
AT1G67040	71.50
AT1G67050	350
AT1G67060	327.33
AT1G67070	26
AT1G67080	753
AT1G67090	391129.20
AT1G67100	1
AT1G67105	15
AT1G67110	1
AT1G67120	380
AT1G67130	0.50
AT1G67140	616.00
AT1G67148	0
AT1G67150	0
AT1G67160	0
AT1G67170	176.50
AT1G67180	17
AT1G67190	226
AT1G67195	526
AT1G67210	71
AT1G67220	0
AT1G67230	884
AT1G67238	2
AT1G67250	825.50
AT1G67260	27
AT1G67265	17
AT1G67270	0
AT1G67280	4444.00
AT1G67290	0
AT1G67300	419
AT1G67310	567.50
AT1G67320	260.50
AT1G67325	443.50
AT1G67328	52.50
AT1G67330	52.50
AT1G67340	354.50
AT1G67350	1598.33
AT1G67360	635.33
AT1G67365	78
AT1G67370	20
AT1G67390	0
AT1G67400	97
AT1G67410	144
AT1G67420	53
AT1G67430	6587.75
AT1G67440	274.50
AT1G67450	0
AT1G67455	1
AT1G67460	8
AT1G67470	246
AT1G67480	1390.83
AT1G67481	6
AT1G67490	409
AT1G67500	191.50
AT1G67510	267
AT1G67520	50
AT1G67530	199.50
AT1G67540	2
AT1G67550	439
AT1G67560	582.50
AT1G67570	71
AT1G67580	550.08
AT1G67590	238
AT1G67600	23
AT1G67620	184
AT1G67623	0
AT1G67630	170.50
AT1G67635	0
AT1G67640	11
AT1G67650	50.18
AT1G67660	614
AT1G67670	1
AT1G67680	990.31
AT1G67690	135.50
AT1G67700	6812.67
AT1G67710	26.50
AT1G67720	228
AT1G67730	1484
AT1G67740	22479.58
AT1G67750	325
AT1G67760	7
AT1G67770	0
AT1G67775	0
AT1G67780	11
AT1G67785	1764.50
AT1G67790	54.50
AT1G67792	70.50
AT1G67800	464.50
AT1G67810	356.50
AT1G67820	39.50
AT1G67830	277
AT1G67840	1152.50
AT1G67850	170
AT1G67855	6.50
AT1G67856	6.50
AT1G67860	1259
AT1G67865	3905
AT1G67870	5357.67
AT1G67875	0
AT1G67880	398
AT1G67890	395
AT1G67900	836.50
AT1G67910	148
AT1G67920	60
AT1G67930	659.83
AT1G67940	386.50
AT1G67950	446
AT1G67960	232
AT1G67970	332.50
AT1G67980	9
AT1G67990	0
AT1G68000	684.50
AT1G68010	13916.17
AT1G68020	370.50
AT1G68030	6.50
AT1G68040	0
AT1G68050	594
AT1G68060	897
AT1G68070	477
AT1G68080	108
AT1G68090	0
AT1G68100	516.50
AT1G68110	131
AT1G68120	18
AT1G68130	192.50
AT1G68140	494
AT1G68150	0
AT1G68160	121.33
AT1G68170	0
AT1G68180	2
AT1G68185	145
AT1G68190	203
AT1G68200	18
AT1G68210	0
AT1G68220	443.50
AT1G68230	84
AT1G68238	197.50
AT1G68240	1.50
AT1G68250	1
AT1G68260	522
AT1G68270	0
AT1G68280	0
AT1G68290	82.50
AT1G68300	782.00
AT1G68310	430.50
AT1G68320	1
AT1G68330	86
AT1G68340	100
AT1G68350	4
AT1G68360	12
AT1G68370	639
AT1G68380	0
AT1G68390	64
AT1G68400	433.50
AT1G68410	453
AT1G68420	0
AT1G68430	40
AT1G68440	993
AT1G68450	0
AT1G68460	14
AT1G68470	70
AT1G68480	7
AT1G68490	816
AT1G68500	55.50
AT1G68510	0
AT1G68520	2714.50
AT1G68526	0
AT1G68530	10786.50
AT1G68540	156
AT1G68550	320.83
AT1G68552	318.83
AT1G68560	3332.83
AT1G68568	88.50
AT1G68570	485.33
AT1G68580	654
AT1G68585	742.83
AT1G68590	7940.67
AT1G68600	1253
AT1G68610	0
AT1G68620	85
AT1G68630	4.50
AT1G68640	29.50
AT1G68650	61
AT1G68660	2322
AT1G68670	729.25
AT1G68680	375
AT1G68690	58.50
AT1G68700	25.50
AT1G68710	180.50
AT1G68720	524
AT1G68725	134
AT1G68730	277
AT1G68740	102
AT1G68750	0
AT1G68760	213.67
AT1G68765	8
AT1G68770	28.17
AT1G68780	328
AT1G68790	434.50
AT1G68795	38
AT1G68800	4
AT1G68810	181
AT1G68820	349
AT1G68825	0
AT1G68830	1538.50
AT1G68840	691
AT1G68845	0
AT1G68850	4
AT1G68860	0
AT1G68862	31.50
AT1G68870	166.50
AT1G68872	20
AT1G68875	0
AT1G68880	0
AT1G68890	865.50
AT1G68905	0
AT1G68907	0
AT1G68910	268
AT1G68920	285.50
AT1G68930	17
AT1G68935	21.50
AT1G68940	72.50
AT1G68945	265
AT1G68950	0
AT1G68960	0.50
AT1G68970	0
AT1G68980	185
AT1G68990	287.50
AT1G69000	0
AT1G69010	260.50
AT1G69020	55.50
AT1G69030	397
AT1G69040	423
AT1G69050	19
AT1G69060	162.00
AT1G69070	275.00
AT1G69080	64
AT1G69090	0
AT1G69100	0
AT1G69120	4
AT1G69130	0
AT1G69150	0
AT1G69160	237
AT1G69170	95
AT1G69180	1
AT1G69190	0
AT1G69200	666.50
AT1G69210	91.50
AT1G69220	539
AT1G69230	28
AT1G69240	0
AT1G69250	514.33
AT1G69252	1116.50
AT1G69260	26.50
AT1G69270	252
AT1G69280	37
AT1G69290	103
AT1G69295	745
AT1G69300	0
AT1G69310	118.50
AT1G69320	23
AT1G69325	10.50
AT1G69330	314.50
AT1G69340	781.50
AT1G69350	38.50
AT1G69360	141.50
AT1G69370	208.50
AT1G69380	154.50
AT1G69390	1212.50
AT1G69400	25
AT1G69410	1490.50
AT1G69420	1214.50
AT1G69430	27
AT1G69440	110
AT1G69450	438
AT1G69460	1210
AT1G69470	0
AT1G69480	5
AT1G69485	13
AT1G69490	51
AT1G69500	0
AT1G69510	1481.00
AT1G69520	73.50
AT1G69523	257
AT1G69526	41
AT1G69530	6179.50
AT1G69540	6
AT1G69550	561.50
AT1G69560	0
AT1G69570	70
AT1G69572	68
AT1G69580	104
AT1G69587	102.50
AT1G69588	5
AT1G69600	7
AT1G69610	102.50
AT1G69620	4290.83
AT1G69630	0
AT1G69640	895
AT1G69650	0
AT1G69660	0
AT1G69670	225
AT1G69680	184
AT1G69690	564.61
AT1G69700	334.50
AT1G69710	4
AT1G69720	263
AT1G69730	601.50
AT1G69740	5534.00
AT1G69750	220.90
AT1G69760	434
AT1G69770	307
AT1G69780	273.00
AT1G69790	31
AT1G69792	0
AT1G69795	0
AT1G69797	0
AT1G69800	377
AT1G69810	12
AT1G69818	0
AT1G69820	0
AT1G69825	0
AT1G69828	0
AT1G69830	3442.83
AT1G69840	1366
AT1G69850	593
AT1G69860	0
AT1G69870	2546.07
AT1G69880	14
AT1G69890	535
AT1G69900	293
AT1G69910	293
AT1G69920	0
AT1G69930	7
AT1G69935	707.00
AT1G69940	0
AT1G69960	830
AT1G69970	21
AT1G69980	338
AT1G69990	0
AT1G70000	374
AT1G70020	25
AT1G70030	1
AT1G70040	0
AT1G70050	0
AT1G70060	409.50
AT1G70070	1009.50
AT1G70080	1
AT1G70090	1811.50
AT1G70100	367
AT1G70110	1
AT1G70120	0
AT1G70130	2
AT1G70140	72
AT1G70150	127
AT1G70160	2057.50
AT1G70170	4
AT1G70180	373.50
AT1G70185	0
AT1G70190	450.50
AT1G70200	1301
AT1G70209	0
AT1G70210	346
AT1G70220	2
AT1G70230	710
AT1G70250	201
AT1G70260	53
AT1G70270	44.50
AT1G70280	748
AT1G70290	736
AT1G70300	111
AT1G70310	1748.50
AT1G70320	2544.50
AT1G70330	811
AT1G70340	300.50
AT1G70350	168.50
AT1G70360	65.50
AT1G70370	4850
AT1G70380	0
AT1G70390	0
AT1G70400	0
AT1G70410	4613.25
AT1G70420	187
AT1G70430	37.50
AT1G70440	3.50
AT1G70450	0
AT1G70460	0
AT1G70470	80
AT1G70480	383
AT1G70490	4719.33
AT1G70500	12
AT1G70505	72
AT1G70510	20
AT1G70518	112.50
AT1G70520	673.50
AT1G70530	306.50
AT1G70540	0
AT1G70550	194
AT1G70560	229
AT1G70570	713.00
AT1G70580	1349.50
AT1G70581	9
AT1G70590	347.83
AT1G70600	5180.50
AT1G70610	600
AT1G70620	660.33
AT1G70630	87
AT1G70640	8
AT1G70645	0
AT1G70650	484.50
AT1G70660	482.50
AT1G70670	214
AT1G70680	0
AT1G70690	114.50
AT1G70700	3387.83
AT1G70710	440.50
AT1G70720	0
AT1G70730	3895.83
AT1G70740	335
AT1G70750	346.33
AT1G70760	3368.33
AT1G70770	3586.67
AT1G70780	1673.17
AT1G70782	1673.17
AT1G70790	138
AT1G70800	106
AT1G70810	712
AT1G70820	3002.33
AT1G70830	4075.50
AT1G70840	0
AT1G70850	28.50
AT1G70860	0
AT1G70870	0
AT1G70880	2.50
AT1G70890	1993.50
AT1G70895	80
AT1G70900	865.50
AT1G70910	2
AT1G70920	7
AT1G70940	2084
AT1G70944	0
AT1G70949	0
AT1G70950	6
AT1G70960	0
AT1G70970	0
AT1G70980	362
AT1G70985	86
AT1G70990	8
AT1G71000	11
AT1G71002	0
AT1G71010	896
AT1G71015	26
AT1G71020	417
AT1G71030	306.50
AT1G71040	929
AT1G71050	188
AT1G71060	74
AT1G71070	604
AT1G71080	469.50
AT1G71090	792
AT1G71100	515
AT1G71110	149
AT1G71120	1
AT1G71130	254.50
AT1G71140	182
AT1G71150	0
AT1G71160	0
AT1G71170	359.50
AT1G71180	415
AT1G71190	286.50
AT1G71200	1
AT1G71210	153
AT1G71220	1211.50
AT1G71230	104
AT1G71235	0
AT1G71240	241
AT1G71250	8
AT1G71260	463
AT1G71270	547
AT1G71280	0
AT1G71290	1
AT1G71300	2.50
AT1G71310	236.50
AT1G71320	0
AT1G71330	23
AT1G71340	408
AT1G71350	225.50
AT1G71360	235
AT1G71370	0
AT1G71380	1
AT1G71390	15
AT1G71400	40
AT1G71410	762
AT1G71420	11.50
AT1G71430	201.50
AT1G71440	327
AT1G71450	0.50
AT1G71460	176.50
AT1G71470	0
AT1G71480	731.83
AT1G71490	210.33
AT1G71500	7890.50
AT1G71520	3
AT1G71528	30
AT1G71530	30
AT1G71680	0
AT1G71690	0.50
AT1G71691	0
AT1G71692	4
AT1G71695	2839.50
AT1G71696	234
AT1G71697	185
AT1G71700	2
AT1G71710	532
AT1G71720	789.50
AT1G71730	806
AT1G71740	7
AT1G71750	145
AT1G71760	15
AT1G71770	7
AT1G71780	309.50
AT1G71790	264.50
AT1G71800	227
AT1G71810	748.00
AT1G71820	1195.50
AT1G71828	1
AT1G71830	80
AT1G71840	905.50
AT1G71850	127
AT1G71860	761.50
AT1G71865	141
AT1G71866	28
AT1G71870	19
AT1G71880	2506.33
AT1G71890	11
AT1G71900	377.50
AT1G71910	51
AT1G71920	146.17
AT1G71930	9
AT1G71940	190.50
AT1G71950	905.50
AT1G71960	182
AT1G71970	321
AT1G71980	959.50
AT1G71990	89
AT1G72000	14
AT1G72010	1157.50
AT1G72020	3330
AT1G72030	1115
AT1G72040	747
AT1G72050	417
AT1G72060	29
AT1G72070	34
AT1G72080	0
AT1G72090	373.50
AT1G72100	0
AT1G72110	0
AT1G72120	68
AT1G72125	1
AT1G72130	386
AT1G72140	25
AT1G72141	0
AT1G72150	10379.83
AT1G72160	1520.50
AT1G72170	491.50
AT1G72175	219.50
AT1G72180	1951
AT1G72190	151.50
AT1G72200	24
AT1G72210	87
AT1G72220	11
AT1G72230	123
AT1G72240	45
AT1G72250	74
AT1G72260	23
AT1G72270	165.50
AT1G72280	163
AT1G72290	0
AT1G72300	373.50
AT1G72310	245
AT1G72320	427
AT1G72330	318.50
AT1G72340	696
AT1G72350	0
AT1G72360	75
AT1G72370	8789
AT1G72390	574.50
AT1G72410	493.50
AT1G72416	561
AT1G72420	102.50
AT1G72430	2099.50
AT1G72440	502
AT1G72450	2152.17
AT1G72460	0
AT1G72470	375
AT1G72480	575.83
AT1G72490	1
AT1G72500	422.17
AT1G72510	1358
AT1G72520	907.75
AT1G72530	35
AT1G72540	42
AT1G72550	900.67
AT1G72560	359.33
AT1G72570	0.33
AT1G72580	0
AT1G72590	0
AT1G72600	22322.42
AT1G72610	22273.42
AT1G72620	14
AT1G72630	301.50
AT1G72640	926.50
AT1G72645	316
AT1G72650	334
AT1G72660	12
AT1G72670	66
AT1G72680	276
AT1G72690	45
AT1G72700	426.50
AT1G72710	2290
AT1G72720	8
AT1G72730	215.50
AT1G72740	492.50
AT1G72750	1396
AT1G72760	7
AT1G72770	462
AT1G72780	0
AT1G72790	291.50
AT1G72800	184.50
AT1G72810	251
AT1G72820	354
AT1G72830	107
AT1G72840	92
AT1G72850	29
AT1G72852	27
AT1G72855	53
AT1G72860	55
AT1G72870	6
AT1G72880	670.50
AT1G72890	152.67
AT1G72900	781.75
AT1G72910	1106.90
AT1G72920	212.75
AT1G72930	5270.76
AT1G72940	444.33
AT1G72950	16.33
AT1G72960	7
AT1G72970	1736.83
AT1G72980	1.50
AT1G72990	146
AT1G73000	0
AT1G73010	49
AT1G73020	226.50
AT1G73030	1714
AT1G73040	24
AT1G73050	3
AT1G73060	3854.50
AT1G73066	3.50
AT1G73080	696
AT1G73090	270
AT1G73100	215.67
AT1G73110	1288.67
AT1G73120	6
AT1G73130	69.50
AT1G73140	9
AT1G73150	97
AT1G73160	0
AT1G73165	0
AT1G73170	810.33
AT1G73177	100
AT1G73180	558
AT1G73190	9.33
AT1G73200	562
AT1G73210	35
AT1G73220	32.50
AT1G73230	2661.50
AT1G73240	282
AT1G73250	378
AT1G73260	81
AT1G73270	1
AT1G73280	4
AT1G73290	1
AT1G73300	0
AT1G73310	63
AT1G73320	80
AT1G73325	231.50
AT1G73330	493
AT1G73340	0
AT1G73350	256
AT1G73360	93
AT1G73370	73
AT1G73380	325.50
AT1G73390	431.50
AT1G73400	44
AT1G73410	3
AT1G73430	542
AT1G73440	152
AT1G73450	135.60
AT1G73460	342.40
AT1G73470	938
AT1G73480	641.50
AT1G73490	574.00
AT1G73500	585.33
AT1G73510	0
AT1G73530	911.33
AT1G73540	189
AT1G73550	12
AT1G73560	0
AT1G73570	94.50
AT1G73580	2
AT1G73590	152
AT1G73600	4550.00
AT1G73602	4536.00
AT1G73603	0
AT1G73607	0
AT1G73610	0
AT1G73620	167
AT1G73630	166
AT1G73640	23
AT1G73650	1199.50
AT1G73655	5251
AT1G73660	497.50
AT1G73670	419.50
AT1G73680	524.50
AT1G73687	5
AT1G73690	25
AT1G73700	14
AT1G73710	265
AT1G73720	259
AT1G73730	236
AT1G73740	376
AT1G73750	375.50
AT1G73760	552.50
AT1G73770	95
AT1G73780	0
AT1G73790	165
AT1G73805	948
AT1G73810	96
AT1G73820	263
AT1G73830	219
AT1G73840	534
AT1G73850	27
AT1G73860	3
AT1G73870	146
AT1G73875	160
AT1G73880	94
AT1G73885	7063.67
AT1G73890	31
AT1G73900	0
AT1G73910	8
AT1G73920	1007
AT1G73930	414
AT1G73940	454.50
AT1G73950	260
AT1G73960	494
AT1G73965	4
AT1G73970	189
AT1G73980	435.00
AT1G73990	986.50
AT1G74000	47
AT1G74010	30
AT1G74020	338
AT1G74030	275
AT1G74040	753.50
AT1G74045	0
AT1G74050	3465.00
AT1G74055	7.50
AT1G74060	2804.83
AT1G74070	1333.50
AT1G74080	0
AT1G74088	46
AT1G74090	948.50
AT1G74100	1652.50
AT1G74110	0
AT1G74120	57
AT1G74130	0
AT1G74140	0
AT1G74150	4
AT1G74160	369
AT1G74170	225.50
AT1G74180	47
AT1G74190	0
AT1G74200	35.50
AT1G74205	37.25
AT1G74210	347.75
AT1G74220	0
AT1G74230	1639.50
AT1G74240	95
AT1G74250	370
AT1G74260	1324.50
AT1G74270	1694
AT1G74280	150.50
AT1G74290	108
AT1G74300	224
AT1G74310	142
AT1G74320	225
AT1G74330	321
AT1G74340	420.50
AT1G74350	37
AT1G74360	151
AT1G74370	361.50
AT1G74380	1231.50
AT1G74390	150
AT1G74400	18.50
AT1G74410	241
AT1G74420	38
AT1G74430	108.50
AT1G74440	379
AT1G74448	0
AT1G74450	497.50
AT1G74453	87
AT1G74456	74
AT1G74458	19
AT1G74460	29
AT1G74470	16048.00
AT1G74480	3
AT1G74490	5
AT1G74500	0
AT1G74510	469
AT1G74520	929
AT1G74530	434.50
AT1G74540	19
AT1G74545	4
AT1G74550	59.83
AT1G74560	928.83
AT1G74570	0
AT1G74580	51
AT1G74590	59
AT1G74600	87
AT1G74610	0
AT1G74620	0
AT1G74630	9
AT1G74640	1214
AT1G74650	59
AT1G74660	30
AT1G74670	2241.67
AT1G74680	292
AT1G74690	1060.50
AT1G74700	67
AT1G74710	494
AT1G74720	711
AT1G74730	5592
AT1G74740	335
AT1G74750	214
AT1G74770	45.50
AT1G74780	242.50
AT1G74790	454
AT1G74800	223
AT1G74810	153
AT1G74820	0
AT1G74830	0
AT1G74840	486
AT1G74850	868.33
AT1G74860	124
AT1G74870	14
AT1G74875	25.50
AT1G74880	1963
AT1G74890	153
AT1G74900	196
AT1G74910	2461.00
AT1G74920	2799
AT1G74929	4.50
AT1G74930	67.50
AT1G74940	359.50
AT1G74950	874
AT1G74960	3419.50
AT1G74970	8087.17
AT1G74990	0
AT1G75000	136
AT1G75010	499.50
AT1G75020	241.50
AT1G75030	156
AT1G75040	2525
AT1G75050	12.50
AT1G75060	46
AT1G75070	0
AT1G75080	579.50
AT1G75090	94
AT1G75100	467.50
AT1G75110	41
AT1G75120	74
AT1G75130	328
AT1G75140	391
AT1G75150	80.50
AT1G75160	0
AT1G75163	16.50
AT1G75166	32.50
AT1G75170	182
AT1G75180	617
AT1G75190	170
AT1G75200	408.50
AT1G75210	721
AT1G75220	2062.33
AT1G75230	192
AT1G75240	376
AT1G75250	24
AT1G75260	7
AT1G75270	349
AT1G75280	1099.50
AT1G75290	15.50
AT1G75295	62.00
AT1G75300	54.50
AT1G75310	310.50
AT1G75330	1933.00
AT1G75335	79.50
AT1G75340	253.50
AT1G75350	7344.50
AT1G75360	32
AT1G75370	1170
AT1G75380	8816.50
AT1G75388	38
AT1G75390	38
AT1G75400	302
AT1G75410	610.67
AT1G75420	322
AT1G75430	1
AT1G75440	178.50
AT1G75450	128.50
AT1G75460	4010.17
AT1G75470	0
AT1G75490	23
AT1G75500	3257.50
AT1G75510	503.00
AT1G75520	14
AT1G75530	0
AT1G75540	375
AT1G75550	35
AT1G75560	777.50
AT1G75570	0
AT1G75580	59
AT1G75590	37.50
AT1G75600	0
AT1G75620	9
AT1G75630	2401.67
AT1G75640	58
AT1G75650	0
AT1G75660	1105.50
AT1G75670	134
AT1G75680	2057.50
AT1G75690	4434.50
AT1G75700	3
AT1G75710	440
AT1G75717	0
AT1G75720	3
AT1G75730	175
AT1G75740	0
AT1G75750	13110.67
AT1G75760	458
AT1G75770	94
AT1G75780	417
AT1G75790	0
AT1G75800	2125.50
AT1G75810	268.50
AT1G75820	930.50
AT1G75830	11
AT1G75840	1071.50
AT1G75850	479.00
AT1G75860	259
AT1G75870	0
AT1G75880	119
AT1G75890	11.50
AT1G75891	5.50
AT1G75900	578
AT1G75910	0
AT1G75920	2
AT1G75930	0
AT1G75940	0
AT1G75950	5744.75
AT1G75960	386
AT1G75970	0
AT1G75980	124.50
AT1G75990	500
AT1G76000	0
AT1G76010	3392.67
AT1G76020	392.50
AT1G76030	3150.25
AT1G76040	256
AT1G76050	471.50
AT1G76060	200
AT1G76062	15
AT1G76065	47
AT1G76070	116.50
AT1G76080	8266.67
AT1G76090	1026
AT1G76100	4706
AT1G76110	400.50
AT1G76120	123.50
AT1G76130	460.50
AT1G76135	4
AT1G76140	1147.83
AT1G76150	948.83
AT1G76160	5623.67
AT1G76170	72
AT1G76180	8962.33
AT1G76185	108.50
AT1G76190	8
AT1G76200	2034.50
AT1G76210	0
AT1G76220	0
AT1G76230	1
AT1G76240	296
AT1G76250	10
AT1G76260	196
AT1G76270	193
AT1G76280	197
AT1G76290	0
AT1G76300	447.50
AT1G76310	68
AT1G76320	189
AT1G76330	0
AT1G76340	364
AT1G76350	218.33
AT1G76360	780.83
AT1G76370	0
AT1G76380	106.50
AT1G76390	294.50
AT1G76400	850.50
AT1G76405	329
AT1G76410	37
AT1G76420	26
AT1G76430	0
AT1G76440	151
AT1G76450	2547.33
AT1G76460	461.33
AT1G76470	12
AT1G76480	0
AT1G76490	5501.50
AT1G76500	0
AT1G76510	270
AT1G76520	1242.00
AT1G76530	5.50
AT1G76540	181.50
AT1G76550	370
AT1G76560	86
AT1G76570	291.50
AT1G76580	382.50
AT1G76590	231
AT1G76600	209
AT1G76610	25
AT1G76620	415.50
AT1G76630	346
AT1G76640	2
AT1G76650	55
AT1G76660	456.50
AT1G76670	2696.50
AT1G76680	1609.33
AT1G76690	142
AT1G76700	382.50
AT1G76705	21
AT1G76710	134
AT1G76720	57
AT1G76728	0
AT1G76730	1461.17
AT1G76740	32
AT1G76750	1.50
AT1G76760	34.50
AT1G76770	0
AT1G76780	14.50
AT1G76790	526.50
AT1G76800	30
AT1G76810	1734.50
AT1G76820	53
AT1G76830	0
AT1G76840	0
AT1G76850	1262.50
AT1G76860	815.50
AT1G76870	42
AT1G76878	350.50
AT1G76880	395.00
AT1G76890	279.33
AT1G76892	251.33
AT1G76900	556
AT1G76910	0
AT1G76920	390
AT1G76930	1076.00
AT1G76940	249
AT1G76950	493
AT1G76952	3
AT1G76954	0
AT1G76955	257
AT1G76960	1602.50
AT1G76965	0
AT1G76970	354.50
AT1G76980	161
AT1G76990	2169
AT1G76994	0
AT1G77000	122
AT1G77010	19.50
AT1G77020	85.50
AT1G77030	241
AT1G77040	0
AT1G77060	974
AT1G77080	659
AT1G77090	1144.50
AT1G77093	0
AT1G77100	0
AT1G77110	55.33
AT1G77120	194
AT1G77122	510
AT1G77130	654
AT1G77138	13
AT1G77140	323
AT1G77145	12
AT1G77150	0
AT1G77160	0
AT1G77170	81
AT1G77180	1162
AT1G77190	0
AT1G77200	34
AT1G77210	475
AT1G77220	257
AT1G77230	133
AT1G77235	0
AT1G77240	83.50
AT1G77250	125
AT1G77260	663
AT1G77270	57
AT1G77280	122
AT1G77290	86
AT1G77300	613.50
AT1G77310	50
AT1G77320	87.50
AT1G77330	9
